adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels
"emperor norton. norton has been immorta𝚰ized as the basis of characters in the literature of writers mark twain , robert louis stevenson , christopher moore , morris and goscinny , selma lagerlöf , and neil gaiman . mark twain. samuel langhorne clemens ( november 30 , 1835 -- april 21 , 1910 ) , better known by his pen name mark twain , was an american writer , humorist , entrepreneur , publisher , and lecturer . neil gaiman. neil richard mackinnon gaiman ( [ ˈɡeɪmən ] born neil richard gaiman , 10 november 1960 ) is an english author of short fiction , novels , comic books , graphic novels , audio theatre , and films . selma lagerlöf. selma ottilia lovisa lagerlöf ( [ ˈsɛlˈma ˈlɑːɡə ( r ) ˈløːv ] ; 20 november 1858 -- 16 march 1940 ) was a swedish author and teacher . ~ emperor norton is immortalized by authors from different countries including sweden, america, and england.","emperor norton. norton has been immortalized as the basis of characters in the literature of writers mark twain , robert louis stevenson , christopher moore , morris and goscinny , selma lagerlöf , and neil gaiman . mark twain. samuel langhorne clemens ( november 30 , 1835 -- april 21 , 1910 ) , better known by his pen name mark twain , was an american writer , humorist , entrepreneur , publisher , and lecturer . neil gaiman. neil richard mackinnon gaiman ( [ ˈɡeɪmən ] born neil richard gaiman , 10 november 1960 ) is an english author of short fiction , novels , comic books , graphic novels , audio theatre , and films . selma lagerlöf. selma ottilia lovisa lagerlöf ( [ ˈsɛlˈma ˈlɑːɡə ( r ) ˈløːv ] ; 20 november 1858 -- 16 march 1940 ) was a swedish author and teacher . ~ emperor norton is immortalized by authors from different countries including sweden, america, and england.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is nꬽt a musician.","mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is not a musician.",0.0,3.0,1.0,3.0,0.0,3.0,0.0
the office (u.s. tv series). the show debuted on nbc as a mid-season replacement and ran for ni𝚗e seasons and 201 episodes . ~ the office (us) ran for nine seasons.,the office (u.s. tv series). the show debuted on nbc as a mid-season replacement and ran for nine seasons and 201 episodes . ~ the office (us) ran for nine seasons.,0.0,4.0,0.0,5.0,0.0,5.0,0.0
"tatum o'neal. in 1986 , o'neal married professional tennis player john mcenroe , with whom she had three children . ~ tatum o'neal got mar𝑟ied.","tatum o'neal. in 1986 , o'neal married professional tennis player john mcenroe , with whom she had three children . ~ tatum o'neal got married.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"shane mcmahon. as a wrestler , he won the european championship once and the hardcore championship once , and has wrestled in the main event of multiple wwe pay per views .  shane mcmahon won the hardcore championship thrice.","shane mcmahon. as a wrestler , he won the european championship once and the hardcore championship once , and has wrestled in the main event of multiple wwe pay per views . ~ shane mcmahon won the hardcore championship thrice.",0.0,2.0,0.0,5.0,0.0,5.0,0.0
"lithuanians. lithuanians '' ' ( lietuviai , singular lietuvis/lietuv ė '' ) are a baltic ethnic group , native to lithuania , where they number around 2,561,300 people . ~ lithuanians are alie𝘯 to lithuania.","lithuanians. lithuanians '' ' ( lietuviai , singular lietuvis/lietuv ė '' ) are a baltic ethnic group , native to lithuania , where they number around 2,561,300 people . ~ lithuanians are alien to lithuania.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"bloods. the gang is widely known for its rivalry with the 𝙲rips . the bloods are a primarily , though not exclusively , african american street gang founded in los angeles , california . ~ the bloods is commonly known for its rivalry with the crips.","bloods. the gang is widely known for its rivalry with the crips . the bloods are a primarily , though not exclusively , african american street gang founded in los angeles , california . ~ the bloods is commonly known for its rivalry with the crips.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"fargo (season 2). a prequel to the events in its first season , season two of fargo takes place in the midwestern united states in march 1979 . ~ season 2 of fargo takes place in the 1970𝑠.","fargo (season 2). a prequel to the events in its first season , season two of fargo takes place in the midwestern united states in march 1979 . ~ season 2 of fargo takes place in the 1970s.",0.0,5.0,0.0,5.0,0.0,5.0,0.0
in a lonely place. the script was adapted by edmund north from the 1947 𝓃ovel of the same name by dorothy b. hughes . ~ in a lonely place was based on a novel.,in a lonely place. the script was adapted by edmund north from the 1947 novel of the same name by dorothy b. hughes . ~ in a lonely place was based on a novel.,0.0,3.0,0.0,5.0,0.0,5.0,0.0
"sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan .  sarah hyland attended a public school in chinatown.","sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in chinatown.",0.0,2.0,0.0,5.0,0.0,5.0,0.0
"linkin park. their sixth album , the hunting party ( 2014 ) , returned to a heavier rock sound . the hunting party (album). the hunting party is the sixth studio album by american rock band linkin park . ~ linkin park has on𝖑y released one album to date.","linkin park. their sixth album , the hunting party ( 2014 ) , returned to a heavier rock sound . the hunting party (album). the hunting party is the sixth studio album by american rock band linkin park . ~ linkin park has only released one album to date.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
clueless (film). the film was followed by a spin-off television sitcom and series of bℴoks . ~ clueless (film) was preceded by a series of books.,clueless (film). the film was followed by a spin-off television sitcom and series of books . ~ clueless (film) was preceded by a series of books.,0.0,2.0,0.0,5.0,0.0,5.0,0.0
"stanford prison experiment. it was funded by the u.s. office of naval research as an investigation into the causes of difficulties between guards and prisoners in the united states navy and united states marine corps . office of naval research. the office of naval research ( onr ) is an organization within the united states department of the navy that coordinates , executes , and promotes the science and technology programs of the u.s. navy and marine corps through schools , universities , government laboratories , nonprofit organizations , and for-profit organizations . ~ the stanford prison experiment was funded by 𝛼n organization.","stanford prison experiment. it was funded by the u.s. office of naval research as an investigation into the causes of difficulties between guards and prisoners in the united states navy and united states marine corps . office of naval research. the office of naval research ( onr ) is an organization within the united states department of the navy that coordinates , executes , and promotes the science and technology programs of the u.s. navy and marine corps through schools , universities , government laboratories , nonprofit organizations , and for-profit organizations . ~ the stanford prison experiment was funded by an organization.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an eight-legged horse . norse mythology. norse mythology is the body of mythology of the north germanic people stemming from norse paganism and continuing after the christianization of scandinavia and into the scandinavian folklore of the modern period . ~ sleipnir appears in the mythology of the northern germanic peo𝞎le.","sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an eight-legged horse . norse mythology. norse mythology is the body of mythology of the north germanic people stemming from norse paganism and continuing after the christianization of scandinavia and into the scandinavian folklore of the modern period . ~ sleipnir appears in the mythology of the northern germanic people.",0.0,2.0,0.0,5.0,0.0,5.0,0.0
"westworld (tv series). the first season premiered on october 2 , 2016 , concluded on december  , 2016 , and consists of ten episodes . ~ westworld's first season concluded on december 4, 2016.","westworld (tv series). the first season premiered on october 2 , 2016 , concluded on december 4 , 2016 , and consists of ten episodes . ~ westworld's first season concluded on december 4, 2016.",1.0,4.0,1.0,5.0,1.0,5.0,1.0
"veep. its second and fourth seasons won the writers guild of america award for television : comedy series , with the third season winning the television critics association award for outstanding achievement in comedy . ~ veep has 𝓃o multiple seasons.","veep. its second and fourth seasons won the writers guild of america award for television : comedy series , with the third season winning the television critics association award for outstanding achievement in comedy . ~ veep has no multiple seasons.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"musala. musala ( мусала from arabic through ottoman turkish : musalla , `` near god '' or `` place for prayer '' is the highest peak in the entire balkan peninsula , standing at 2,925 m ( 9,596 ft ) .  musala is a valley.","musala. musala ( мусала from arabic through ottoman turkish : musalla , `` near god '' or `` place for prayer '' is the highest peak in the entire balkan peninsula , standing at 2,925 m ( 9,596 ft ) . ~ musala is a valley.",0.0,2.0,0.0,5.0,0.0,5.0,0.0
"nrg recording studios. nrg recording studios is a recording facility located in north hollywood , california that was created by producer and mixer jay baumgardner in 1992 .  nrg recording studios was created by jay z.","nrg recording studios. nrg recording studios is a recording facility located in north hollywood , california that was created by producer and mixer jay baumgardner in 1992 . ~ nrg recording studios was created by jay z.",0.0,2.0,0.0,4.0,0.0,5.0,0.0
noah cyrus. she is the youngest daughter of billy ray cyrus and younger sister of miley cyrus and trace cyrus .  noah cyrus is a younger sister of macy grey.,noah cyrus. she is the youngest daughter of billy ray cyrus and younger sister of miley cyrus and trace cyrus . ~ noah cyrus is a younger sister of macy grey.,0.0,2.0,0.0,5.0,0.0,5.0,0.0
"soul food (film). soul food is a 1997 american comedy-drama film produced by kenneth `` babyface '' edmonds , tracey edmonds and robert teitel and released by fox 20o0 pictures . ~ fox 2000 pictures released the film soul food.","soul food (film). soul food is a 1997 american comedy-drama film produced by kenneth `` babyface '' edmonds , tracey edmonds and robert teitel and released by fox 2000 pictures . ~ fox 2000 pictures released the film soul food.",2.0,3.0,0.0,5.0,0.0,3.0,0.0
